Date,Time,Category,Sub-Category,Price,Sales Volume
7/8/2022,9:32:00,Pastries,Napolean,$5.10 ,6
7/8/2022,17:16:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/8/2022,13:23:00,Cookies,Sugar Cookie,$2.65 ,3
7/8/2022,17:03:00,Cookies,Black & White,$4.25 ,5
7/8/2022,14:31:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/8/2022,8:03:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/8/2022,8:38:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/8/2022,18:41:00,Candy & Treats,Local Honey,$7.00 ,2
7/8/2022,17:19:00,Candy & Treats,Popcorn,$3.50 ,3
7/9/2022,10:19:00,Bread,Sourdough,$6.50 ,2
7/9/2022,16:37:00,Bread,Baguette,$4.50 ,2
7/9/2022,12:11:00,Bread,Rye,$6.25 ,2
7/9/2022,8:18:00,Bread,Whole Wheat,$6.44 ,1
7/9/2022,14:24:00,Bread,White,$6.00 ,1
7/9/2022,18:55:00,Cakes,Carrot Cake,$4.75 ,3
7/9/2022,12:50:00,Cakes,Banana Nut Pound,$9.15 ,1
7/9/2022,16:39:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/9/2022,14:27:00,Pastries,Muffin,$9.15 ,8
7/9/2022,15:26:00,Pastries,Cannoli,$6.45 ,18
7/9/2022,8:20:00,Pastries,Danish,$4.25 ,7
7/9/2022,14:16:00,Pastries,Brownies,$4.25 ,6
7/9/2022,10:00:00,Pastries,Eclair,$4.50 ,36
7/9/2022,12:20:00,Pastries,French Roll,$4.65 ,2
7/9/2022,14:55:00,Pastries,Napolean,$5.10 ,7
7/9/2022,13:31:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/9/2022,15:21:00,Cookies,Sugar Cookie,$2.65 ,3
7/9/2022,16:57:00,Cookies,Black & White,$4.25 ,5
7/9/2022,8:36:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/9/2022,15:50:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
7/9/2022,12:49:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/9/2022,13:14:00,Candy & Treats,Local Honey,$7.00 ,2
7/9/2022,11:50:00,Candy & Treats,Popcorn,$3.50 ,3
7/10/2022,16:51:00,Bread,Sourdough,$6.50 ,2
7/10/2022,8:27:00,Bread,Baguette,$4.50 ,2
7/10/2022,10:15:00,Bread,Rye,$6.25 ,2
7/10/2022,13:16:00,Bread,Whole Wheat,$6.44 ,1
7/10/2022,14:56:00,Bread,White,$6.00 ,1
7/10/2022,14:50:00,Cakes,Carrot Cake,$4.75 ,3
7/10/2022,10:54:00,Cakes,Banana Nut Pound,$9.15 ,1
7/10/2022,10:49:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/10/2022,14:21:00,Pastries,Muffin,$9.15 ,9
7/10/2022,12:03:00,Pastries,Cannoli,$6.45 ,16
7/10/2022,9:25:00,Pastries,Danish,$4.25 ,7
7/10/2022,13:38:00,Pastries,Brownies,$4.25 ,7
7/10/2022,13:14:00,Pastries,Eclair,$4.50 ,32
7/10/2022,8:00:00,Pastries,French Roll,$4.65 ,2
7/10/2022,14:10:00,Pastries,Napolean,$5.10 ,6
7/10/2022,10:07:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/10/2022,10:09:00,Cookies,Sugar Cookie,$2.65 ,3
7/10/2022,12:11:00,Cookies,Black & White,$4.25 ,5
7/10/2022,15:27:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/10/2022,15:44:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/10/2022,15:19:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/10/2022,14:08:00,Candy & Treats,Local Honey,$7.00 ,2
7/10/2022,13:39:00,Candy & Treats,Popcorn,$3.50 ,3
7/11/2022,9:24:00,Bread,Sourdough,$6.50 ,2
7/11/2022,8:06:00,Bread,Baguette,$4.50 ,2
7/11/2022,9:11:00,Bread,Rye,$6.25 ,2
7/11/2022,12:45:00,Bread,Whole Wheat,$6.44 ,1
7/11/2022,9:05:00,Bread,White,$6.00 ,1
7/11/2022,13:58:00,Cakes,Carrot Cake,$4.75 ,3
7/11/2022,16:52:00,Cakes,Banana Nut Pound,$9.15 ,1
7/11/2022,12:34:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/11/2022,16:40:00,Pastries,Muffin,$9.15 ,8
7/11/2022,14:03:00,Pastries,Cannoli,$6.45 ,13
7/11/2022,8:48:00,Pastries,Danish,$4.25 ,7
7/11/2022,16:00:00,Pastries,Brownies,$4.25 ,8
7/11/2022,9:30:00,Pastries,Eclair,$4.50 ,36
7/11/2022,17:33:00,Pastries,French Roll,$4.65 ,2
7/11/2022,14:30:00,Pastries,Napolean,$5.10 ,5
7/11/2022,15:35:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/11/2022,10:12:00,Cookies,Sugar Cookie,$2.65 ,3
7/11/2022,9:11:00,Cookies,Black & White,$4.25 ,4
7/11/2022,17:38:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/11/2022,13:28:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/11/2022,8:59:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/11/2022,12:28:00,Candy & Treats,Local Honey,$7.00 ,2
7/11/2022,10:45:00,Candy & Treats,Popcorn,$3.50 ,3
7/12/2022,14:50:00,Bread,Sourdough,$6.50 ,2
7/12/2022,12:54:00,Bread,Baguette,$4.50 ,2
7/12/2022,10:40:00,Bread,Rye,$6.25 ,2
7/12/2022,14:04:00,Bread,Whole Wheat,$6.44 ,1
7/12/2022,10:46:00,Bread,White,$6.00 ,1
7/12/2022,9:58:00,Cakes,Carrot Cake,$4.75 ,3
7/12/2022,10:03:00,Cakes,Banana Nut Pound,$9.15 ,1
7/12/2022,11:33:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/12/2022,12:14:00,Pastries,Muffin,$9.15 ,8
7/12/2022,15:21:00,Pastries,Cannoli,$6.45 ,13
7/12/2022,11:27:00,Pastries,Danish,$4.25 ,7
7/12/2022,13:44:00,Pastries,Brownies,$4.25 ,6
7/12/2022,17:46:00,Pastries,Eclair,$4.50 ,28
7/12/2022,14:55:00,Pastries,French Roll,$4.65 ,2
7/12/2022,16:03:00,Pastries,Napolean,$5.10 ,6
7/12/2022,15:35:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/12/2022,13:52:00,Cookies,Sugar Cookie,$2.65 ,3
7/12/2022,18:10:00,Cookies,Black & White,$4.25 ,5
7/12/2022,13:16:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/12/2022,16:11:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/12/2022,12:08:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/12/2022,9:42:00,Candy & Treats,Local Honey,$7.00 ,2
7/12/2022,16:44:00,Candy & Treats,Popcorn,$3.50 ,3
7/13/2022,11:32:00,Bread,Sourdough,$6.50 ,2
7/13/2022,13:56:00,Bread,Baguette,$4.50 ,2
7/13/2022,12:23:00,Bread,Rye,$6.25 ,2
7/13/2022,12:03:00,Bread,Whole Wheat,$6.44 ,1
7/13/2022,8:43:00,Bread,White,$6.00 ,1
7/13/2022,14:16:00,Cakes,Carrot Cake,$4.75 ,3
7/13/2022,12:41:00,Cakes,Banana Nut Pound,$9.15 ,1
7/13/2022,13:18:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/13/2022,18:29:00,Pastries,Muffin,$9.15 ,8
7/13/2022,13:47:00,Pastries,Cannoli,$6.45 ,16
7/13/2022,10:55:00,Pastries,Danish,$4.25 ,6
7/13/2022,11:54:00,Pastries,Brownies,$4.25 ,6
7/13/2022,9:07:00,Pastries,Eclair,$4.50 ,37
7/13/2022,10:12:00,Pastries,French Roll,$4.65 ,2
7/13/2022,10:59:00,Pastries,Napolean,$5.10 ,5
7/13/2022,15:18:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/13/2022,16:39:00,Cookies,Sugar Cookie,$2.65 ,3
7/13/2022,15:43:00,Cookies,Black & White,$4.25 ,5
7/13/2022,17:46:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/13/2022,9:28:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/13/2022,15:57:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/13/2022,14:48:00,Candy & Treats,Local Honey,$7.00 ,2
7/13/2022,11:15:00,Candy & Treats,Popcorn,$3.50 ,3
7/14/2022,18:18:00,Bread,Sourdough,$6.50 ,2
7/14/2022,18:41:00,Bread,Baguette,$4.50 ,2
7/14/2022,18:47:00,Bread,Rye,$6.25 ,2
7/14/2022,10:31:00,Bread,Whole Wheat,$6.44 ,1
7/14/2022,10:01:00,Bread,White,$6.00 ,1
7/14/2022,11:55:00,Cakes,Carrot Cake,$4.75 ,3
7/14/2022,16:34:00,Cakes,Banana Nut Pound,$9.15 ,1
7/14/2022,14:43:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/14/2022,10:52:00,Pastries,Muffin,$9.15 ,10
7/14/2022,9:57:00,Pastries,Cannoli,$6.45 ,14
7/14/2022,15:22:00,Pastries,Danish,$4.25 ,7
7/14/2022,8:41:00,Pastries,Brownies,$4.25 ,6
7/14/2022,16:03:00,Pastries,Eclair,$4.50 ,29
7/14/2022,9:38:00,Pastries,French Roll,$4.65 ,2
7/14/2022,14:15:00,Pastries,Napolean,$5.10 ,5
7/14/2022,8:16:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/14/2022,13:45:00,Cookies,Sugar Cookie,$2.65 ,3
7/14/2022,18:12:00,Cookies,Black & White,$4.25 ,4
7/14/2022,8:24:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/14/2022,17:50:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
7/14/2022,11:20:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/14/2022,16:32:00,Candy & Treats,Local Honey,$7.00 ,2
7/14/2022,10:17:00,Candy & Treats,Popcorn,$3.50 ,3
7/15/2022,17:57:00,Bread,Sourdough,$6.50 ,2
7/15/2022,11:21:00,Bread,Baguette,$4.50 ,2
7/15/2022,11:56:00,Bread,Rye,$6.25 ,2
7/15/2022,12:00:00,Bread,Whole Wheat,$6.44 ,1
7/15/2022,8:54:00,Bread,White,$6.00 ,1
7/15/2022,18:47:00,Cakes,Carrot Cake,$4.75 ,2
7/15/2022,9:32:00,Cakes,Banana Nut Pound,$9.15 ,1
7/15/2022,9:45:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/15/2022,14:28:00,Pastries,Muffin,$9.15 ,9
7/15/2022,15:32:00,Pastries,Cannoli,$6.45 ,14
7/15/2022,12:32:00,Pastries,Danish,$4.25 ,6
7/15/2022,9:53:00,Pastries,Brownies,$4.25 ,6
7/15/2022,14:22:00,Pastries,Eclair,$4.50 ,36
7/15/2022,10:17:00,Pastries,French Roll,$4.65 ,2
7/15/2022,12:16:00,Pastries,Napolean,$5.10 ,4
7/15/2022,18:23:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/15/2022,12:16:00,Cookies,Sugar Cookie,$2.65 ,3
7/15/2022,14:03:00,Cookies,Black & White,$4.25 ,4
7/15/2022,16:13:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/15/2022,16:56:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/15/2022,13:44:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/15/2022,9:30:00,Candy & Treats,Local Honey,$7.00 ,2
7/15/2022,17:39:00,Candy & Treats,Popcorn,$3.50 ,3
7/16/2022,11:28:00,Bread,Sourdough,$6.50 ,2
7/16/2022,16:06:00,Bread,Baguette,$4.50 ,2
7/16/2022,8:41:00,Bread,Rye,$6.25 ,2
7/16/2022,18:41:00,Bread,Whole Wheat,$6.44 ,1
7/16/2022,18:20:00,Bread,White,$6.00 ,1
7/16/2022,11:41:00,Cakes,Carrot Cake,$4.75 ,3
7/16/2022,17:07:00,Cakes,Banana Nut Pound,$9.15 ,1
7/16/2022,10:34:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/16/2022,15:32:00,Pastries,Muffin,$9.15 ,9
7/16/2022,16:42:00,Pastries,Cannoli,$6.45 ,10
7/16/2022,12:55:00,Pastries,Danish,$4.25 ,6
7/16/2022,16:47:00,Pastries,Brownies,$4.25 ,7
7/16/2022,14:51:00,Pastries,Eclair,$4.50 ,35
7/16/2022,17:36:00,Pastries,French Roll,$4.65 ,2
7/16/2022,17:27:00,Pastries,Napolean,$5.10 ,6
7/16/2022,17:33:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/16/2022,16:49:00,Cookies,Sugar Cookie,$2.65 ,2
7/16/2022,10:56:00,Cookies,Black & White,$4.25 ,5
7/16/2022,17:03:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/16/2022,12:20:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/16/2022,15:37:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/16/2022,10:53:00,Candy & Treats,Local Honey,$7.00 ,2
7/16/2022,15:06:00,Candy & Treats,Popcorn,$3.50 ,3
7/17/2022,12:53:00,Bread,Sourdough,$6.50 ,2
7/17/2022,15:43:00,Bread,Baguette,$4.50 ,1
7/17/2022,10:16:00,Bread,Rye,$6.25 ,2
7/17/2022,14:14:00,Bread,Whole Wheat,$6.44 ,1
7/17/2022,8:51:00,Bread,White,$6.00 ,1
7/17/2022,9:55:00,Cakes,Carrot Cake,$4.75 ,3
7/17/2022,16:47:00,Cakes,Banana Nut Pound,$9.15 ,1
7/17/2022,14:45:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/17/2022,12:11:00,Pastries,Muffin,$9.15 ,8
7/17/2022,12:08:00,Pastries,Cannoli,$6.45 ,13
7/17/2022,11:53:00,Pastries,Danish,$4.25 ,5
7/17/2022,16:41:00,Pastries,Brownies,$4.25 ,7
7/17/2022,11:37:00,Pastries,Eclair,$4.50 ,37
7/17/2022,15:10:00,Pastries,French Roll,$4.65 ,2
7/17/2022,16:15:00,Pastries,Napolean,$5.10 ,5
7/17/2022,11:36:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/17/2022,9:09:00,Cookies,Sugar Cookie,$2.65 ,3
7/17/2022,9:41:00,Cookies,Black & White,$4.25 ,4
7/17/2022,16:31:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/17/2022,8:25:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/17/2022,10:56:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/17/2022,11:11:00,Candy & Treats,Local Honey,$7.00 ,2
7/17/2022,16:55:00,Candy & Treats,Popcorn,$3.50 ,3
7/18/2022,16:59:00,Bread,Sourdough,$6.50 ,2
7/18/2022,8:45:00,Bread,Baguette,$4.50 ,2
7/18/2022,17:35:00,Bread,Rye,$6.25 ,2
7/18/2022,11:10:00,Bread,Whole Wheat,$6.44 ,1
7/18/2022,10:07:00,Bread,White,$6.00 ,1
7/18/2022,8:52:00,Cakes,Carrot Cake,$4.75 ,3
7/18/2022,9:00:00,Cakes,Banana Nut Pound,$9.15 ,1
7/18/2022,10:14:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/18/2022,10:56:00,Pastries,Muffin,$9.15 ,9
7/18/2022,8:01:00,Pastries,Cannoli,$6.45 ,11
7/18/2022,9:44:00,Pastries,Danish,$4.25 ,6
7/18/2022,16:24:00,Pastries,Brownies,$4.25 ,7
7/18/2022,15:27:00,Pastries,Eclair,$4.50 ,41
7/18/2022,14:07:00,Pastries,French Roll,$4.65 ,2
7/18/2022,8:58:00,Pastries,Napolean,$5.10 ,7
7/18/2022,8:32:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/18/2022,18:38:00,Cookies,Sugar Cookie,$2.65 ,3
7/18/2022,18:55:00,Cookies,Black & White,$4.25 ,5
7/18/2022,16:58:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/18/2022,18:30:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
7/18/2022,14:07:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/18/2022,8:35:00,Candy & Treats,Local Honey,$7.00 ,2
7/18/2022,9:52:00,Candy & Treats,Popcorn,$3.50 ,3
7/19/2022,12:12:00,Bread,Sourdough,$6.50 ,2
7/19/2022,13:24:00,Bread,Baguette,$4.50 ,2
7/19/2022,9:18:00,Bread,Rye,$6.25 ,2
7/19/2022,8:58:00,Bread,Whole Wheat,$6.44 ,1
7/19/2022,11:57:00,Bread,White,$6.00 ,1
7/19/2022,16:18:00,Cakes,Carrot Cake,$4.75 ,3
7/19/2022,13:41:00,Cakes,Banana Nut Pound,$9.15 ,1
7/19/2022,11:41:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/19/2022,9:37:00,Pastries,Muffin,$9.15 ,9
7/19/2022,16:48:00,Pastries,Cannoli,$6.45 ,14
7/19/2022,8:50:00,Pastries,Danish,$4.25 ,7
7/19/2022,15:17:00,Pastries,Brownies,$4.25 ,6
7/19/2022,14:50:00,Pastries,Eclair,$4.50 ,33
7/19/2022,16:41:00,Pastries,French Roll,$4.65 ,2
7/19/2022,10:12:00,Pastries,Napolean,$5.10 ,5
7/19/2022,13:19:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/19/2022,14:55:00,Cookies,Sugar Cookie,$2.65 ,3
7/19/2022,17:20:00,Cookies,Black & White,$4.25 ,5
7/19/2022,18:50:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/19/2022,9:02:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
7/19/2022,8:12:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/19/2022,8:29:00,Candy & Treats,Local Honey,$7.00 ,2
7/19/2022,14:58:00,Candy & Treats,Popcorn,$3.50 ,3
7/20/2022,10:00:00,Bread,Sourdough,$6.50 ,2
7/20/2022,13:52:00,Bread,Baguette,$4.50 ,2
7/20/2022,12:21:00,Bread,Rye,$6.25 ,2
7/20/2022,17:24:00,Bread,Whole Wheat,$6.44 ,1
7/20/2022,15:53:00,Bread,White,$6.00 ,1
7/20/2022,9:21:00,Cakes,Carrot Cake,$4.75 ,3
7/20/2022,8:57:00,Cakes,Banana Nut Pound,$9.15 ,1
7/20/2022,8:27:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/20/2022,14:57:00,Pastries,Muffin,$9.15 ,7
7/20/2022,18:24:00,Pastries,Cannoli,$6.45 ,17
7/20/2022,14:17:00,Pastries,Danish,$4.25 ,7
7/20/2022,9:04:00,Pastries,Brownies,$4.25 ,6
7/20/2022,8:57:00,Pastries,Eclair,$4.50 ,37
7/20/2022,18:25:00,Pastries,French Roll,$4.65 ,2
7/20/2022,13:19:00,Pastries,Napolean,$5.10 ,6
7/20/2022,9:45:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/20/2022,9:45:00,Cookies,Sugar Cookie,$2.65 ,2
7/20/2022,11:18:00,Cookies,Black & White,$4.25 ,4
7/20/2022,8:51:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/20/2022,15:34:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/20/2022,13:06:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/20/2022,14:39:00,Candy & Treats,Local Honey,$7.00 ,2
7/20/2022,17:17:00,Candy & Treats,Popcorn,$3.50 ,3
7/21/2022,17:30:00,Bread,Sourdough,$6.50 ,2
7/21/2022,8:33:00,Bread,Baguette,$4.50 ,2
7/21/2022,17:00:00,Bread,Rye,$6.25 ,2
7/21/2022,13:49:00,Bread,Whole Wheat,$6.44 ,1
7/21/2022,16:48:00,Bread,White,$6.00 ,1
7/21/2022,11:27:00,Cakes,Carrot Cake,$4.75 ,3
7/21/2022,14:35:00,Cakes,Banana Nut Pound,$9.15 ,1
7/21/2022,11:18:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/21/2022,16:09:00,Pastries,Muffin,$9.15 ,7
7/21/2022,14:34:00,Pastries,Cannoli,$6.45 ,15
7/21/2022,17:36:00,Pastries,Danish,$4.25 ,7
7/21/2022,17:25:00,Pastries,Brownies,$4.25 ,6
7/21/2022,10:24:00,Pastries,Eclair,$4.50 ,35
7/21/2022,17:29:00,Pastries,French Roll,$4.65 ,2
7/21/2022,8:33:00,Pastries,Napolean,$5.10 ,5
7/21/2022,11:34:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/21/2022,14:35:00,Cookies,Sugar Cookie,$2.65 ,3
7/21/2022,16:33:00,Cookies,Black & White,$4.25 ,4
7/21/2022,18:36:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/21/2022,9:30:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,3
7/21/2022,16:43:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/21/2022,18:41:00,Candy & Treats,Local Honey,$7.00 ,2
7/21/2022,15:50:00,Candy & Treats,Popcorn,$3.50 ,3
7/22/2022,17:04:00,Bread,Sourdough,$6.50 ,2
7/22/2022,13:01:00,Bread,Baguette,$4.50 ,2
7/22/2022,13:51:00,Bread,Rye,$6.25 ,2
7/22/2022,17:27:00,Bread,Whole Wheat,$6.44 ,1
7/22/2022,10:23:00,Bread,White,$6.00 ,1
7/22/2022,15:54:00,Cakes,Carrot Cake,$4.75 ,3
7/22/2022,9:36:00,Cakes,Banana Nut Pound,$9.15 ,1
7/22/2022,15:57:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/22/2022,14:01:00,Pastries,Muffin,$9.15 ,8
7/22/2022,17:15:00,Pastries,Cannoli,$6.45 ,12
7/22/2022,10:01:00,Pastries,Danish,$4.25 ,6
7/22/2022,9:08:00,Pastries,Brownies,$4.25 ,7
7/22/2022,14:56:00,Pastries,Eclair,$4.50 ,33
7/22/2022,13:29:00,Pastries,French Roll,$4.65 ,2
7/22/2022,18:33:00,Pastries,Napolean,$5.10 ,6
7/22/2022,17:35:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/22/2022,10:24:00,Cookies,Sugar Cookie,$2.65 ,3
7/22/2022,8:19:00,Cookies,Black & White,$4.25 ,5
7/22/2022,9:35:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/22/2022,8:48:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/22/2022,17:23:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/22/2022,10:04:00,Candy & Treats,Local Honey,$7.00 ,2
7/22/2022,15:23:00,Candy & Treats,Popcorn,$3.50 ,2
7/23/2022,13:32:00,Bread,Sourdough,$6.50 ,2
7/23/2022,13:07:00,Bread,Baguette,$4.50 ,1
7/23/2022,15:31:00,Bread,Rye,$6.25 ,2
7/23/2022,15:18:00,Bread,Whole Wheat,$6.44 ,1
7/23/2022,9:42:00,Bread,White,$6.00 ,1
7/23/2022,10:31:00,Cakes,Carrot Cake,$4.75 ,2
7/23/2022,12:24:00,Cakes,Banana Nut Pound,$9.15 ,1
7/23/2022,17:11:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/23/2022,9:06:00,Pastries,Muffin,$9.15 ,8
7/23/2022,16:43:00,Pastries,Cannoli,$6.45 ,13
7/23/2022,18:35:00,Pastries,Danish,$4.25 ,7
7/23/2022,10:17:00,Pastries,Brownies,$4.25 ,5
7/23/2022,9:38:00,Pastries,Eclair,$4.50 ,39
7/23/2022,17:25:00,Pastries,French Roll,$4.65 ,2
7/23/2022,10:27:00,Pastries,Napolean,$5.10 ,6
7/23/2022,12:11:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/23/2022,10:09:00,Cookies,Sugar Cookie,$2.65 ,3
7/23/2022,17:30:00,Cookies,Black & White,$4.25 ,4
7/23/2022,13:32:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/23/2022,17:04:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/23/2022,15:03:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
7/23/2022,12:46:00,Candy & Treats,Local Honey,$7.00 ,2
7/23/2022,13:17:00,Candy & Treats,Popcorn,$3.50 ,3
7/24/2022,10:06:00,Bread,Sourdough,$6.50 ,2
7/24/2022,16:22:00,Bread,Baguette,$4.50 ,2
7/24/2022,12:23:00,Bread,Rye,$6.25 ,2
7/24/2022,15:53:00,Bread,Whole Wheat,$6.44 ,1
7/24/2022,8:20:00,Bread,White,$6.00 ,1
7/24/2022,14:49:00,Cakes,Carrot Cake,$4.75 ,3
7/24/2022,16:08:00,Cakes,Banana Nut Pound,$9.15 ,1
7/24/2022,8:54:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/24/2022,10:08:00,Pastries,Muffin,$9.15 ,7
7/24/2022,13:31:00,Pastries,Cannoli,$6.45 ,12
7/24/2022,8:45:00,Pastries,Danish,$4.25 ,6
7/24/2022,8:46:00,Pastries,Brownies,$4.25 ,7
7/24/2022,8:04:00,Pastries,Eclair,$4.50 ,34
7/24/2022,14:14:00,Pastries,French Roll,$4.65 ,2
7/24/2022,13:26:00,Pastries,Napolean,$5.10 ,6
7/24/2022,12:03:00,Cookies,Oatmeal Raisin,$2.90 ,4
7/24/2022,15:10:00,Cookies,Sugar Cookie,$2.65 ,3
7/24/2022,11:52:00,Cookies,Black & White,$4.25 ,5
7/24/2022,10:17:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/24/2022,15:11:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/24/2022,16:10:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/24/2022,16:39:00,Candy & Treats,Local Honey,$7.00 ,2
7/24/2022,13:56:00,Candy & Treats,Popcorn,$3.50 ,3
7/25/2022,12:00:00,Bread,Sourdough,$6.50 ,2
7/25/2022,8:05:00,Bread,Baguette,$4.50 ,2
7/25/2022,15:33:00,Bread,Rye,$6.25 ,2
7/25/2022,18:58:00,Bread,Whole Wheat,$6.44 ,1
7/25/2022,16:11:00,Bread,White,$6.00 ,1
7/25/2022,10:44:00,Cakes,Carrot Cake,$4.75 ,2
7/25/2022,12:45:00,Cakes,Banana Nut Pound,$9.15 ,1
7/25/2022,15:15:00,Cakes,Chocolate Cup Cake,$3.00 ,1
7/25/2022,9:08:00,Pastries,Muffin,$9.15 ,8
7/25/2022,14:04:00,Pastries,Cannoli,$6.45 ,11
7/25/2022,14:59:00,Pastries,Danish,$4.25 ,7
7/25/2022,16:59:00,Pastries,Brownies,$4.25 ,6
7/25/2022,13:00:00,Pastries,Eclair,$4.50 ,29
7/25/2022,15:04:00,Pastries,French Roll,$4.65 ,2
7/25/2022,8:50:00,Pastries,Napolean,$5.10 ,5
7/25/2022,13:35:00,Cookies,Oatmeal Raisin,$2.90 ,5
7/25/2022,18:44:00,Cookies,Sugar Cookie,$2.65 ,3
7/25/2022,8:05:00,Cookies,Black & White,$4.25 ,5
7/25/2022,9:36:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
7/25/2022,13:00:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
7/25/2022,17:11:00,Candy & Treats,Peppermint Chocolate,$5.00 ,2
7/25/2022,15:56:00,Candy & Treats,Local Honey,$7.00 ,2
7/25/2022,9:52:00,Candy & Treats,Popcorn,$3.50 ,3
7/26/2022,18:05:00,Bread,Sourdough,$6.50 ,1
7/26/2022,13:11:00,Bread,Baguette,$4.50 ,2
7/26/2022,14:05:00,Bread,Rye,$6.25 ,2
